transaction_id,merchant_id,customer_id,razorpay_payment_id,razorpay_order_id,timestamp,amount,currency,status,payment_method,international,email_hash,contact_hash,card_id_hash,bank,wallet,amount_refunded,refund_status,error_code,error_source,error_step,error_reason,device_id,ip_hash,geo_region,session_id,label,fraud_scenario
txn_75ec209e295bfef901651aa4053bdc09,mer_6e0c6d675f9447,cust_a749d01eb48052,pay_2a6e31e0e431a3,order_e5c7a2f0eebaed,2026-05-23T00:10:23+00:00,3242.76,INR,captured,card,False,aff5244a613cf16f,1b29496e4072104e,c074663a39470f2a,,,0.0,,,,,,dev_8a10720d0a9c,220.167.51.174,IN,sess_223f1d33,0,legitimate
txn_3a5cfa92d545b7bbc25d79d044c071bf,mer_5bc4b8b941ef56,cust_d8a1d40c82bd51,pay_6717693e580b5e,order_8dd541752b4797,2026-05-23T00:10:49+00:00,2528.17,INR,captured,upi,False,834fd018880957cf,eb586b47befad5f9,,,,0.0,,,,,,dev_be64a1e25de3,72.182.234.96,IN,sess_227fd55b,0,legitimate
txn_8bf0fefecb187f5b4d370218902ef4cf,mer_b1a4eda876af93,cust_5baefc9b7ad407,pay_856b71fe910135,,2026-05-23T00:12:12+00:00,6072.93,INR,captured,upi,False,98d590324e8125b8,6bbec6f52742c3b6,,,,0.0,,,,,,dev_07157ec32ce1,57.45.236.125,IN,sess_16cb3cb6,0,legitimate
txn_6a0c22eb134c2551d6d149639f218b5d,mer_b4ad0b1db999c0,cust_0fbfab2473965e,pay_9a06a922601041,order_f80528456b0607,2026-05-23T00:12:17+00:00,7630.43,INR,captured,upi,False,9e8a8db5dd4940a8,94641391bb27c3e0,,,,0.0,,,,,,dev_25acf7ce8b59,102.62.118.74,IN,sess_90dffdbf,0,legitimate
txn_46cc578e41941e46590c7eb197220950,mer_f82bd41d6bd1a0,cust_91de073f648295,pay_613f9da9e5c5d7,order_9c0bd9bb4bb5c6,2026-05-23T00:13:45+00:00,6098.23,INR,captured,upi,False,83150636f1922d51,5aa6ecd81a71f8ce,,,,0.0,,,,,,dev_0bbcd8a7a068,45.111.211.85,IN,sess_bff0f2c3,0,legitimate
txn_9444ac24a36ab11b4735be3ba81758c9,mer_f7ec50b5d77f23,cust_01cb289e84d18b,pay_e9b83a249933a2,order_d0adfa754f6b9e,2026-05-23T00:14:33+00:00,2132.87,INR,captured,netbanking,False,e1565e602d167399,e9dc2a85fba1ab4f,,HDFC,,0.0,,,,,,dev_71188120b27c,180.236.210.17,IN,sess_e87964ff,0,legitimate
txn_ed50bd9f01266e11070c5710fff147b1,mer_76663b8389c0da,cust_db08487a5f9d49,pay_a38fb31941cd88,order_e1e8f2a03a245b,2026-05-23T00:14:43+00:00,3740.2,INR,captured,card,False,bb755c8cda48e620,7b503c4c9eec1457,fd3c943729e6af9d,,,0.0,,,,,,dev_b89f0d550401,187.75.68.136,IN,sess_216e2223,0,legitimate
txn_2b9b2442e7854005c9a2b660f6733060,mer_08b4c87d7195ad,cust_e08b753b31b562,pay_34e349fa63f41a,order_9112a14a63490e,2026-05-23T00:15:05+00:00,2294.03,INR,captured,upi,False,03a7ea19575ab88e,3ae034c4d1d7476d,,,,0.0,,,,,,dev_66ed339638a9,15.45.98.126,IN,sess_ae338820,0,legitimate
txn_8c77c101cb0e784440fda9b7aa355ce7,mer_fc2c83e861cf36,cust_5d43b50ae362d0,pay_044fdb00ebd705,order_1fb3b1f9d7f098,2026-05-23T00:19:01+00:00,12575.99,INR,captured,netbanking,False,f85af38456e28ab4,495781d7a9ab8217,,HDFC,,0.0,,,,,,dev_5a34f5aa924b,23.229.220.177,IN,sess_f4e3d809,0,legitimate
txn_ee23ae0c74d6e2153129e4fee3d1fc34,mer_e2b886fa509529,cust_ce9e17e9ef766c,pay_8b44cc6acdd9e3,order_ba8ce548885731,2026-05-23T00:19:50+00:00,1574.62,INR,captured,wallet,False,7cd8c23d80892df8,a638c50857c66d10,,,Paytm,0.0,,,,,,dev_dd4a403e48ad,73.51.227.141,IN,sess_ada2f511,0,legitimate
txn_fa974a66df37a6fdf7c334f84346dc46,mer_1de4ad8b0db02c,cust_2d039c869e8a55,pay_69e8df359c957f,order_176c511e9f0558,2026-05-23T00:21:37+00:00,3623.35,INR,failed,upi,False,983e6d09d160e355,f7063f4b5cedc00b,,,,0.0,,BANK_NETWORK_ERROR,bank,payment_authentication,payment_failed,dev_4aef4d39f756,109.161.204.196,IN,sess_f3a1dbec,0,legitimate
txn_900b11e8d0a8517dde46e2313a8936d6,mer_bd1fcff2386e82,cust_8a84909ee9b540,pay_248d11d5ed1106,order_cd80dd32846598,2026-05-23T00:21:40+00:00,8964.22,INR,captured,upi,False,7ec8250c12093828,af79d02d55033881,,,,0.0,,,,,,dev_1662310c6b9f,90.16.71.255,IN,sess_a6759f43,0,legitimate
txn_d4cd02b1712c6dc422f9b43e29c0e009,mer_a3ddafdb0dc1b9,cust_85adaa0e7b0b24,pay_64a406d694c196,,2026-05-23T00:24:22+00:00,10126.88,INR,captured,card,False,f1bc58c4a8173f86,6a47f21671457c10,8dc6e292cfa3113f,,,0.0,,,,,,dev_d7d9aaf60a43,39.128.24.119,IN,sess_17323742,0,legitimate
txn_ba794f37df57b1561c527ebf5be97deb,mer_dddbd4e6762f8d,cust_f56115d8d5ae59,pay_11378c5d60cbfa,order_35f9ace70a66d3,2026-05-23T00:25:06+00:00,1228.81,INR,captured,netbanking,False,d6887f019da8ef16,60f51f2915bde4bd,,HDFC,,0.0,,,,,,dev_cb9e3ff500c4,6.226.219.220,IN,sess_a434f134,0,legitimate
txn_662de34169aca9bb70bb98686dcb558e,mer_43d61e1b85f6a0,cust_e93fc19f1f7434,pay_71a42be5e7cf23,order_0e39418033cc24,2026-05-23T00:25:49+00:00,9949.0,EUR,captured,upi,True,2fe838f9866e8dc2,c283b3608dabe92e,,,,0.0,,,,,,dev_1869aa6721ba,2.231.209.63,UK,sess_9511c661,0,legitimate
txn_56c2bc180dc992c65c79359a4d646895,mer_2aa229296f813b,cust_005c9caff8e3a3,pay_968da78392346e,,2026-05-23T00:26:35+00:00,1980.4,INR,captured,upi,False,7b051ec1f3d4a572,157d7f068acd4f5c,,,,0.0,,,,,,dev_5c1738cc5698,175.12.194.1,IN,sess_2b48bc1a,0,legitimate
txn_3e2348d08c518ba023796bf504e6be96,mer_9740d76d3318be,cust_cf42682aefb132,pay_c2b775dc6be5c9,order_ee3500da5bd6d1,2026-05-23T00:27:43+00:00,7864.12,INR,captured,upi,False,cce953a4a42a65c1,a0d8a414374ff1d7,,,,0.0,,,,,,dev_bb41f70a4d15,65.175.44.240,IN,sess_171dfd34,0,legitimate
txn_87856502d81f546fd0f4a6c1500ee524,mer_e9f667a137dec6,cust_7047551f89c0a9,pay_cb78521cea9ae4,order_4f977e0f23f1f0,2026-05-23T00:27:45+00:00,3679.73,INR,captured,wallet,False,ca7a4b6bf0f0e2fe,d4cfe06ae092bbca,,,Paytm,0.0,,,,,,dev_2677397fed48,96.105.189.49,IN,sess_68f00a7d,0,legitimate
txn_e9ba35c33cc6cc83636ae484a3a3a35f,mer_5dc76410ad8f55,cust_99dc397068eb9c,pay_1ed7d16a2602de,order_aada41c742adf1,2026-05-23T00:29:19+00:00,13886.93,INR,captured,upi,False,983b8c2779fd1830,a2be6ce78de45386,,,,0.0,,,,,,dev_042cd49e5c63,212.103.28.22,IN,sess_452f42b8,0,legitimate
txn_32419ec217a3f3c38b60ff5f240c936e,mer_91ce95ddb6cef3,cust_a23eb5d653f8eb,pay_e6f2c692494704,order_658a386cb7e262,2026-05-23T00:29:23+00:00,2416.24,INR,captured,upi,False,537714e9b9d4b83b,55703809cde290dd,,,,0.0,,,,,,dev_1babf2fd80a5,207.123.156.5,IN,sess_863412c0,0,legitimate
txn_baa97a48b74884e143b341313d6f2cd8,mer_c89bf305eaf3c7,cust_fdb5a0560b68c6,pay_139d4a73cfccf3,order_8871bcecd50160,2026-05-23T00:29:48+00:00,7905.92,INR,captured,upi,False,f5eecd43d295a415,e181f616c7349b63,,,,0.0,,,,,,dev_2e777cc5001f,109.11.197.105,IN,sess_eae08e7a,0,legitimate
txn_c078aee6b80e6319530b6316be7473ad,mer_681782da62ca9f,cust_e1ec9011b24c59,pay_5641bc3d84625e,order_6ec10f210216fb,2026-05-23T00:30:13+00:00,6696.25,INR,captured,netbanking,False,235e8a89e140dcb2,e3bca5fb9707faa4,,HDFC,,0.0,,,,,,dev_5b8087afc07d,160.187.215.172,IN,sess_b2e8a856,0,legitimate
txn_1c2cc188034224730633a8814f70836a,mer_ed3ad215d460e2,cust_797374e0698317,pay_8e15e8575ae061,order_210c3f15c9b623,2026-05-23T00:31:01+00:00,4554.71,USD,captured,card,True,45c60ab5e77bb3ed,d38574f064249994,be666778f074446e,,,0.0,,,,,,dev_095bc4a7e5df,108.144.222.209,AE,sess_0e65daf3,0,legitimate
txn_feb25b3ff7a4c10e3969e340b4e175d6,mer_c15d5e632c17a6,cust_409584ac73ec14,pay_f4adb6355ee717,order_d39b87f5e7ee0d,2026-05-23T00:31:43+00:00,2577.92,INR,captured,upi,False,a2576cde41d7e9ea,b96f2292bf00854b,,,,0.0,,,,,,dev_9924e3485205,46.34.226.102,IN,sess_4ca31ace,0,legitimate
txn_1df45bcd973591adb4edb6bec844e719,mer_a5b5c7ecfac3ef,cust_19c18dd36e3463,pay_7e13c9b7edf820,order_b3f6ec5470a865,2026-05-23T00:32:17+00:00,2298.81,INR,captured,upi,False,3c96b0a597e439f9,66041698db0f86dc,,,,0.0,,,,,,dev_b96421325dff,191.197.188.6,IN,sess_1878cc42,0,legitimate
txn_57cbcb7fb8bf7ca0fc7060126f0093be,mer_ed4964882b43e7,cust_34d5246f6108da,pay_e2716137434b01,order_542d75096383c7,2026-05-23T00:32:45+00:00,6641.99,INR,captured,wallet,False,c6cd86a3f2b1b31c,5e3a638cf1f5db03,,,Paytm,0.0,,,,,,dev_021ef6a63ec7,32.145.109.154,IN,sess_95c10431,0,legitimate
txn_41a12931560917f7e4803c05328a8d8a,mer_429df5a27c6074,cust_3c1de5b78cffab,pay_5642532bd4dd97,,2026-05-23T00:32:52+00:00,6724.78,INR,failed,upi,False,5d8b080da8bfa49b,299382db47ba0442,,,,0.0,,TIMEOUT,customer,payment_authentication,authentication_failed,dev_25cc8674fbd4,18.223.110.154,IN,sess_1b65e486,0,legitimate
txn_a9177486354e1ef174656ad7519cccd8,mer_a74bea9a62368c,cust_27ee5ce7d666ad,pay_17be5c9d476f9f,order_bd4555e18e707c,2026-05-23T00:34:54+00:00,421.56,INR,captured,card,False,8eb3520bb3fec493,b5eb73a27a755314,5d8ffb1f4b2e9d5f,,,0.0,,,,,,dev_e746523b022d,186.247.26.198,IN,sess_51e1a2a6,0,legitimate
txn_a73c174bf7f9d63036182813a653ec68,mer_7a681e69b99ca5,cust_8fb077f75b5b46,pay_aa03cfddf769d4,order_26c1d112122753,2026-05-23T00:35:31+00:00,2581.58,INR,captured,card,False,11f89fc0da09fa8b,8d99099e091222b6,883edcf6f58f4a2b,,,0.0,,,,,,dev_50132dd6e28b,169.122.193.253,IN,sess_31951fa9,0,legitimate
txn_b1ef48fc2aa9585ee2144281cca8435c,mer_681782da62ca9f,cust_cc6907f290895b,pay_3be681b3bd0b95,,2026-05-23T00:36:09+00:00,4733.23,INR,captured,upi,False,970861070d3ff072,cc035e743824452b,,,,0.0,,,,,,dev_a4227b0c0ef8,176.98.75.155,IN,sess_85e4e31f,0,legitimate
txn_b62867621a02fda5c1f3c202bd760171,mer_7720a781265c48,cust_3f3fdf1df3cb67,pay_ab7669bd5da4e0,,2026-05-23T00:36:51+00:00,714.63,INR,captured,card,False,b38c91100f14376b,6f7a60a24675b257,2f96ede7ab79abf7,,,0.0,,,,,,dev_0ba4aeca6eee,221.238.87.148,IN,sess_f0107824,0,legitimate
txn_bbc5bc2cc23d4704ea6c52a0a674b335,mer_28edfc2469bded,cust_c60b61bcad5ab4,pay_751bb9f4fe3f9f,order_ec5539d42255c2,2026-05-23T00:39:22+00:00,13199.85,USD,captured,upi,True,825dce54b85b409d,7d88b84d0983de98,,,,0.0,,,,,,dev_ddb59828dba5,9.126.70.235,UK,sess_e45ff6b2,0,legitimate
txn_ec2cfb7ed52256ec15de628564f58a2a,mer_a83b2aef137f59,cust_17653e5883a5ed,pay_ab13e0a202b079,order_19a9a7a6467767,2026-05-23T00:40:03+00:00,4482.93,INR,captured,netbanking,False,685c87966a0567ab,88b678f9f49e073b,,HDFC,,0.0,,,,,,dev_cdabe92bdef4,63.84.206.50,IN,sess_e16dac62,0,legitimate
txn_e4ebfc89f2a01a97c24556683d2835b2,mer_c1d28619916f8f,cust_2c009d6b541b4a,pay_41b4a7a5b3b684,,2026-05-23T00:41:21+00:00,4051.25,INR,captured,upi,False,84c7a1c13fedb82e,9fa3cfd09b1825c2,,,,0.0,,,,,,dev_cfd868afbd8c,223.200.165.91,IN,sess_df42d7b3,0,legitimate
txn_1c5cc8052ef756ba0a25a61bedf47e83,mer_1f044229ec6830,cust_b0077d889e2365,pay_828ed5ca0b7943,order_edb340b6b8ab7a,2026-05-23T00:43:22+00:00,1370.26,INR,captured,upi,False,a515ac4e9a4be17c,8ed450c3df964a7a,,,,0.0,,,,,,dev_c367ae64d847,115.78.203.198,IN,sess_b2013780,0,legitimate
txn_e8d19449c59e6c09a9d749f1257ede9e,mer_4fb7a3eda80f5a,cust_7b25225b75fc16,pay_5936750239d6e5,order_6a4f50d9d995ab,2026-05-23T00:43:39+00:00,3051.6,INR,captured,wallet,False,f3fd7beb3a855837,ab2baa9b67967d34,,,Paytm,0.0,,,,,,dev_1b83c7e2d2f2,95.219.102.55,IN,sess_995481ae,0,legitimate
txn_be3f22826857499427deff4c70935383,mer_3efcba3c3953b1,cust_14ee5cd654eb5e,pay_839379631153e9,,2026-05-23T00:44:15+00:00,6614.68,INR,captured,netbanking,False,66583f86e3acaa76,8b9c131508defd15,,HDFC,,0.0,,,,,,dev_c7cda341e72b,94.124.66.136,IN,sess_66e71b09,0,legitimate
txn_f6ad09e763c99c3a2baecb0364864654,mer_dab94d7e3dbed2,cust_cbfd9e8681421e,pay_7804f66206c90a,order_879b2291b8c678,2026-05-23T00:44:28+00:00,8975.8,INR,captured,card,False,d479c27676f548d1,886142571696ec55,7f183df13478672f,,,0.0,,,,,,dev_e30998ad0c49,19.17.120.164,IN,sess_2bf27f5a,0,legitimate
txn_3ba67feece714db7e51efe8316dc7290,mer_5e601b97d262d9,cust_613bedb5ac84d6,pay_73fa3b8e68cb4c,order_81e06aad7b812b,2026-05-23T00:46:02+00:00,8149.49,INR,captured,upi,False,ba03247d8eaf9272,230f59d9bcb04a1f,,,,0.0,,,,,,dev_01cbd9e1152e,112.96.51.187,IN,sess_0a214ecf,0,legitimate
txn_425414fed670ee0a0fa5ce8c82ef516f,mer_9a6b101b6e642e,cust_21600d1b30ef85,pay_8391e30fb94eda,order_0ff74bf79ea5e8,2026-05-23T00:47:06+00:00,9207.96,USD,captured,upi,True,a44325edcc063181,8d2b9a8803eb65a7,,,,0.0,,,,,,dev_9cf336ff6be7,5.210.216.184,AE,sess_60b6d890,0,legitimate
txn_097e506e5455ce191cea665bbd94a35f,mer_2e63e0b86e443a,cust_461f5635a73c14,pay_2d3ddf3f722a07,order_0ad14d60c18e97,2026-05-23T00:47:24+00:00,9161.16,INR,captured,netbanking,False,81551969d44ec400,b5e0f653c8971027,,HDFC,,0.0,,,,,,dev_4a109c8e40c7,70.142.242.54,IN,sess_e4a01e57,0,legitimate
txn_351c7d07347aa5117ca024bcf16d1f57,mer_91ce95ddb6cef3,cust_dfb8e7406acd6d,pay_7efd1f52b2345a,order_d1c3e8397974ea,2026-05-23T00:52:48+00:00,13058.21,INR,captured,upi,False,dde850477ef2dc21,a3a2da62157181b3,,,,0.0,,,,,,dev_33d2236da818,171.34.5.149,IN,sess_5e0cb3ab,0,legitimate
txn_511d4255db5548e654886bb49704d93e,mer_1e2935b9d91886,cust_0100568a3d8ebf,pay_9312c008f3546b,order_f87de640c03db2,2026-05-23T00:52:55+00:00,1111.22,INR,captured,upi,False,5fb33d76e9efd6af,223be4ca56b1fa0e,,,,0.0,,,,,,dev_537c3290d07a,35.233.144.96,IN,sess_a7d143a7,0,legitimate
txn_27bb4db765ff34281881133f8bd785f0,mer_b79aa2a59ee7fd,cust_9549458acf517b,pay_0111a637ff6a54,order_5ebe3556918e4b,2026-05-23T00:53:00+00:00,1117.4,INR,captured,upi,False,c0b20062996d7703,95beb58c1f3a3140,,,,0.0,,,,,,dev_c23b38c2899b,172.107.193.161,IN,sess_c9e04060,0,legitimate
txn_fdc2943eb7dbc45e49ab097e40555266,mer_38fa8d75d6b0f4,cust_b319400da1a48b,pay_c529ac207ad777,order_b2173e1cbbb629,2026-05-23T00:55:21+00:00,3680.13,INR,captured,upi,False,b4d695f02f595407,b4f2277866c5cb3e,,,,0.0,,,,,,dev_59e7585635f0,95.182.121.162,IN,sess_2b2571dc,0,legitimate
txn_afdcd0142a58c5ef537512baa1e2432f,mer_6706708ed44c7d,cust_741fe7e1ba09ef,pay_daf16c064d6b2e,order_fd2ffdabd61bac,2026-05-23T00:56:44+00:00,5803.02,INR,failed,upi,False,2bfac07c7f945e8a,5177c0d860504059,,,,0.0,,BAD_REQUEST_ERROR,internal,payment_authentication,payment_failed,dev_748cf3848ba4,29.245.74.77,IN,sess_1dbb9bfc,0,legitimate
txn_e1dac046b25f18fef090d983f1c22cd0,mer_f04fe704ab7c68,cust_d74f8ce0240904,pay_3871f05ef0efe8,order_7672f792af584f,2026-05-23T00:57:31+00:00,11813.46,INR,captured,upi,False,95322d1aa776c347,c182ce27afe4ed5c,,,,0.0,,,,,,dev_1a2692dc0008,212.199.192.206,IN,sess_bb3bdd7e,0,legitimate
txn_5fb44ddf46f1a8b56d6512521d42388c,mer_38fa8d75d6b0f4,cust_16bc4b080a1c85,pay_83cf37669b8b9f,order_c0c237cb542495,2026-05-23T00:57:56+00:00,7527.48,INR,captured,upi,False,a6313fe4d0c411b0,33d97f0bc0206e72,,,,0.0,,,,,,dev_64e412dcb4fb,58.31.220.103,IN,sess_1bd6da31,0,legitimate
txn_360fcb345b89926123b35ab8a672bbed,mer_02d6017d190be9,cust_029b6865f0bea3,pay_4af181f5b7d735,order_16762c7adf021c,2026-05-23T00:59:50+00:00,133.9,INR,captured,card,False,86921fcc67684add,7ad008e593c10c89,8685c894fc87683b,,,0.0,,,,,,dev_b2e032cd6df5,152.16.1.138,IN,sess_5837a484,0,legitimate
txn_1e93419ec83f2cd0742717332aa30a04,mer_147b271218a877,cust_fbcf53aaafeb13,pay_df912fb9f5a648,order_9b86fb265bb826,2026-05-23T01:00:05+00:00,3250.32,INR,captured,upi,False,7d3ea42ac09097ef,5e5e523c1ba3f517,,,,0.0,,,,,,dev_2a7de2630e1b,180.219.236.146,IN,sess_0aaa814c,0,legitimate
txn_feec26c306ec4e9ea63ff7b34f1e2f11,mer_df2701abab777a,cust_056d4ec6e39059,pay_35fc86982dc9ea,order_0471adfb0cc1f8,2026-05-23T01:01:39+00:00,10.0,INR,captured,upi,False,543fe4d4db4da5a2,13044055df6c5702,,,,0.0,,,,,,dev_a4db3bef265e,171.246.253.105,IN,sess_6cbbb1c8,0,legitimate
txn_df291d91ea3e52619c01fb821d1024e9,mer_b61a416361ac10,cust_bb67a04ce96894,pay_684a37b69a43fd,order_e7550c6cb531c7,2026-05-23T01:01:54+00:00,5559.83,INR,captured,upi,False,4f8f518403b1f163,59545762d2ec1067,,,,0.0,,,,,,dev_e9f1d4f0c724,155.218.52.236,IN,sess_dc334f48,0,legitimate
txn_834cc5e9f49abb033401a9e7cbdf05bc,mer_22066d6d0af915,cust_7eab83fb5ab343,pay_c3e93a022758e8,order_1e617c4ccdd214,2026-05-23T01:02:49+00:00,3308.92,INR,captured,upi,False,e62bc10503af85be,3abe4e1271ba18a0,,,,0.0,,,,,,dev_d89e1af2a9e3,106.119.102.77,IN,sess_786ec5d9,0,legitimate
txn_6cea26cad942398d30ff2de25ad4108f,mer_9740d76d3318be,cust_e507dd5edae62d,pay_87b9cc2c12f0bf,,2026-05-23T01:02:54+00:00,11832.49,AED,captured,card,True,80b53cfc6512e146,4a4636dbda53db87,529180579a60091a,,,0.0,,,,,,dev_fd8dae552a85,161.124.144.213,AE,sess_84406355,0,legitimate
txn_b28ad9f90ad046a7db17ef40ebd033fd,mer_7bb3a586dd4a21,cust_6c9f2c2db7a932,pay_bc107e9bfcaa2d,order_e3dab604a23536,2026-05-23T01:03:35+00:00,2802.54,INR,captured,card,False,b881979c67690284,ef37e23055b9781f,ed94fce94a6c8188,,,0.0,,,,,,dev_67c92ab26802,85.184.15.165,IN,sess_d3d8455a,0,legitimate
txn_0e29e463cc1978511767d763f8feffd2,mer_38dc0fa1ebea89,cust_bfb1441c9a8691,pay_fa755ab29d8caa,order_230f9a381d52aa,2026-05-23T01:03:50+00:00,1455.39,INR,captured,netbanking,False,f0b6f443b385a5ad,3bc2e0a592e6174b,,HDFC,,0.0,,,,,,dev_61955df2d434,45.99.211.39,IN,sess_fed60f0d,0,legitimate
txn_ffc2ddd03c3e4aea0bd8213b30cb8d7a,mer_6e629277d95bae,cust_1b25e3d17ff7c5,pay_c0ffc16dca6909,,2026-05-23T01:04:54+00:00,2238.52,SGD,captured,netbanking,True,65fb5d266bdceb81,d2f180de5c700a3d,,HDFC,,0.0,,,,,,dev_52b3bb3b281a,125.44.171.162,UK,sess_740a87e7,0,legitimate
txn_2e6d20adef061f9d6ed9a73fc8e2636d,mer_187826f16b5a31,cust_16a6fe9f40341a,pay_1a3b30c0481e02,order_bcf3a99269c8e0,2026-05-23T01:05:27+00:00,6022.26,INR,captured,netbanking,False,2aaea82b184fe588,207773a3085555a8,,HDFC,,0.0,,,,,,dev_414cb1374f97,166.148.73.31,IN,sess_c58331a7,0,legitimate
txn_0df7406ef1695641469ae231989f0a5e,mer_9ca29284a062dc,cust_41d5fb5771ed0b,pay_e1ea37b28c92a2,order_8b7e72ce03cb72,2026-05-23T01:05:33+00:00,3221.98,INR,captured,upi,False,3249ca72c1efd6ea,a9997d91f9d83afd,,,,0.0,,,,,,dev_121a73a59a3a,220.218.88.20,IN,sess_a1c19637,0,legitimate
txn_1f0458c960102dbc83861f6351a774df,mer_68c3bea435cf47,cust_241a886987d73b,pay_174dfd676b9865,,2026-05-23T01:07:13+00:00,7951.68,INR,captured,upi,False,7e6c17b00f3e2d65,d4b9bbe6fe984459,,,,0.0,,,,,,dev_f5799bcb1c1e,220.210.92.74,IN,sess_0dcd6017,0,legitimate
txn_81a52ab4839b47de24b855f838c199d8,mer_91ac48c21e48da,cust_50e853eb6a0325,pay_c379a9979043f6,,2026-05-23T01:09:49+00:00,4653.18,INR,captured,netbanking,False,0ea6619763e3a7f1,c1ff52d323a8e4e0,,HDFC,,0.0,,,,,,dev_14a3fac49592,170.135.151.187,IN,sess_71cc6089,0,legitimate
txn_65998d2c9c86c18f7b0050eef60cfceb,mer_5db81c4a1551f7,cust_1343f8ed1d0929,pay_5914d0205fcbed,order_cbe43f389e8972,2026-05-23T01:10:11+00:00,4487.89,INR,captured,upi,False,88dfb2d465ded881,6b155a906b2a9676,,,,0.0,,,,,,dev_b60b43366a1f,52.190.188.120,IN,sess_03df5663,0,legitimate
txn_9cb4bba9f8206c152df918f70e442961,mer_b64107b5db2956,cust_078fce6abac045,pay_0e2ef11e73d308,,2026-05-23T01:10:42+00:00,1776.49,INR,captured,upi,False,2386db43072bda12,20bd9160193f9462,,,,0.0,,,,,,dev_801180961c8f,187.58.81.95,IN,sess_91ad52f7,0,legitimate
